,gbifID,identifier,species,genus,family,class,phylum,file_name
1350,1229954388,http://www.tierstimmenarchiv.de/recordings/Talegalla_jobiensis_Lue0065_02_short.mp3,Talegalla jobiensis,Talegalla,Megapodiidae,Aves,Chordata,Chordata/Aves/Megapodiidae/Talegalla/Talegalla_jobiensis/1229954388.mp3
3559,1062491954,http://www.tierstimmenarchiv.de/recordings/Aegithalos_caudatus_Ski0072_31_short.mp3,Aegithalos caudatus,Aegithalos,Aegithalidae,Aves,Chordata,Chordata/Aves/Aegithalidae/Aegithalos/Aegithalos_caudatus/1062491954.mp3
8988,779860946,http://www.tierstimmenarchiv.de/recordings/Pachyptila_belcheri_DIG0158_01_short.mp3,Pachyptila belcheri,Pachyptila,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pachyptila/Pachyptila_belcheri/779860946.mp3
7387,779864659,http://www.tierstimmenarchiv.de/recordings/Ara_maracana_V2125_09_short.mp3,Primolius maracana,Primolius,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Primolius/Primolius_maracana/779864659.mp3
2904,1143514771,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_Kr0074_02_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1143514771.mp3
5645,779869374,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_07_short.mp3,Vulpes lagopus,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_lagopus/779869374.mp3
13167,779851010,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF00846_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851010.mp3
1378,1229954359,http://www.tierstimmenarchiv.de/recordings/Synallaxis_frontalis_Lue0076_01_short.mp3,Synallaxis frontalis,Synallaxis,Furnariidae,Aves,Chordata,Chordata/Aves/Furnariidae/Synallaxis/Synallaxis_frontalis/1229954359.mp3
12165,779853617,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_CoMC0018_01_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853617.mp3
15564,779845257,http://www.tierstimmenarchiv.de/recordings/Anas_penelope_PF00185_short.mp3,Anas penelope,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_penelope/779845257.mp3
9984,779858510,http://www.tierstimmenarchiv.de/recordings/Limosa_limosa_CoMC0011_23_short.mp3,Limosa limosa,Limosa,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Limosa/Limosa_limosa/779858510.mp3
10149,779857977,http://www.tierstimmenarchiv.de/recordings/Iduna_pallida_V2189_20_short.mp3,Iduna pallida,Iduna,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Iduna/Iduna_pallida/779857977.mp3
696,1249269234,http://www.tierstimmenarchiv.de/recordings/Minla_cyanouroptera_Lue0095_01_short.mp3,Minla cyanouroptera,Minla,Leiothrichidae,Aves,Chordata,Chordata/Aves/Leiothrichidae/Minla/Minla_cyanouroptera/1249269234.mp3
657,1249269304,http://www.tierstimmenarchiv.de/recordings/Paroaria_dominicana_Lue0088_01_short.mp3,Paroaria dominicana,Paroaria,Thraupidae,Aves,Chordata,Chordata/Aves/Thraupidae/Paroaria/Paroaria_dominicana/1249269304.mp3
13978,779849009,http://www.tierstimmenarchiv.de/recordings/Capreolus_capreolus_V1311b_23_short.mp3,Capreolus capreolus,Capreolus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Capreolus/Capreolus_capreolus/779849009.mp3
6264,779868082,http://www.tierstimmenarchiv.de/recordings/Garrulax_milnei_V2078_09_short.mp3,Trochalopteron milnei,Trochalopteron,Leiothrichidae,Aves,Chordata,Chordata/Aves/Leiothrichidae/Trochalopteron/Trochalopteron_milnei/779868082.mp3
3962,1052811762,http://www.tierstimmenarchiv.de/recordings/Phoca_vitulina_D0001_04_short.mp3,Phoca vitulina,Phoca,Phocidae,Mammalia,Chordata,Chordata/Mammalia/Phocidae/Phoca/Phoca_vitulina/1052811762.mp3
12501,779852902,http://www.tierstimmenarchiv.de/recordings/Dendropsophus_microcephalus_DIG0121_10_short.mp3,Dendropsophus microcephalus,Dendropsophus,Hylidae,Amphibia,Chordata,Chordata/Amphibia/Hylidae/Dendropsophus/Dendropsophus_microcephalus/779852902.mp3
6795,779866520,http://www.tierstimmenarchiv.de/recordings/Strix_aluco_M0007_12_short.mp3,Strix aluco,Strix,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Strix/Strix_aluco/779866520.mp3
7483,779864559,http://www.tierstimmenarchiv.de/recordings/Porzana_parva_DIG0107_07_short.mp3,Porzana parva,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_parva/779864559.mp3
4893,991893952,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_Kr0002_30_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/991893952.mp3
6673,779866940,http://www.tierstimmenarchiv.de/recordings/Sylvia_atricapilla_Co0061_11_short.mp3,Sylvia atricapilla,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_atricapilla/779866940.mp3
15810,779844826,http://www.tierstimmenarchiv.de/recordings/Addax_nasomaculatus_S1279_04_short.mp3,Addax nasomaculatus,Addax,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Addax/Addax_nasomaculatus/779844826.mp3
11004,779855658,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V1519_15_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855658.mp3
10223,779857850,http://www.tierstimmenarchiv.de/recordings/Hylochoerus_meinertzhageni_Band1_Cut11_short.mp3,Hylochoerus meinertzhageni,Hylochoerus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Hylochoerus/Hylochoerus_meinertzhageni/779857850.mp3
6958,779866059,http://www.tierstimmenarchiv.de/recordings/Scolopax_rusticola_V1673_35_short.mp3,Scolopax rusticola,Scolopax,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Scolopax/Scolopax_rusticola/779866059.mp3
10684,779856353,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_Co0041_02_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/779856353.mp3
15012,779846344,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0099_01_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846344.mp3
12026,779853756,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0148_01_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853756.mp3
15170,779846185,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0101_05_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846185.mp3
8737,779861855,http://www.tierstimmenarchiv.de/recordings/Panthera_tigris_V2076_20_short.mp3,Panthera tigris,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_tigris/779861855.mp3
4517,1052805755,http://www.tierstimmenarchiv.de/recordings/Corvus_corone_Tre_N0140_01_short.mp3,Corvus corone,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_corone/1052805755.mp3
3030,1143514512,http://www.tierstimmenarchiv.de/recordings/Aratinga_finschi_Lue0054_01_short.mp3,Aratinga finschi,Aratinga,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Aratinga/Aratinga_finschi/1143514512.mp3
10078,779858201,http://www.tierstimmenarchiv.de/recordings/Lamprotornis_superbus_V2098_09_short.mp3,Lamprotornis superbus,Lamprotornis,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Lamprotornis/Lamprotornis_superbus/779858201.mp3
5712,779869289,http://www.tierstimmenarchiv.de/recordings/Vanellus_vanellus_S1407_10_short.mp3,Vanellus vanellus,Vanellus,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Vanellus/Vanellus_vanellus/779869289.mp3
6686,779866927,http://www.tierstimmenarchiv.de/recordings/Sylvia_atricapilla_CoMC0026_07_short.mp3,Sylvia atricapilla,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_atricapilla/779866927.mp3
12216,779853544,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V1816_20_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853544.mp3
5693,779869323,http://www.tierstimmenarchiv.de/recordings/Vicugna_vicugna_S1044_08_short.mp3,Vicugna vicugna,Vicugna,Camelidae,Mammalia,Chordata,Chordata/Mammalia/Camelidae/Vicugna/Vicugna_vicugna/779869323.mp3
828,1249268985,http://www.tierstimmenarchiv.de/recordings/Ficedula_parva_Lue0098_04_short.mp3,Ficedula parva,Ficedula,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Ficedula/Ficedula_parva/1249268985.mp3
14190,779848031,http://www.tierstimmenarchiv.de/recordings/Canis_latrans_DIG0101_38_short.mp3,Canis latrans,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_latrans/779848031.mp3
7337,779864789,http://www.tierstimmenarchiv.de/recordings/Prunella_modularis_V1276_12_short.mp3,Prunella modularis,Prunella,Prunellidae,Aves,Chordata,Chordata/Aves/Prunellidae/Prunella/Prunella_modularis/779864789.mp3
3770,1052813609,http://www.tierstimmenarchiv.de/recordings/Tringa_glareola_DIG0176_50_short.mp3,Tringa glareola,Tringa,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Tringa/Tringa_glareola/1052813609.mp3
10713,779856321,http://www.tierstimmenarchiv.de/recordings/Galidia_elegans_V2081_09_short.mp3,Galidia elegans,Galidia,Eupleridae,Mammalia,Chordata,Chordata/Mammalia/Eupleridae/Galidia/Galidia_elegans/779856321.mp3
1955,1229950926,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_tristigma_Lue0072_02_short.mp3,Caprimulgus tristigma,Caprimulgus,Caprimulgidae,Aves,Chordata,Chordata/Aves/Caprimulgidae/Caprimulgus/Caprimulgus_tristigma/1229950926.mp3
13295,779850561,http://www.tierstimmenarchiv.de/recordings/Chorthippus_dorsatus_Arth0201_18_short.mp3,Chorthippus dorsatus,Chorthippus,Acrididae,Insecta,Arthropoda,Arthropoda/Insecta/Acrididae/Chorthippus/Chorthippus_dorsatus/779850561.mp3
15196,779846156,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_CoMC0004_10_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846156.mp3
4214,1052810319,http://www.tierstimmenarchiv.de/recordings/Loxia_curvirostra_Tre_N0121_02_short.mp3,Loxia curvirostra,Loxia,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Loxia/Loxia_curvirostra/1052810319.mp3
2251,1229650146,http://www.tierstimmenarchiv.de/recordings/Bubo_scandiacus_Lue0057_08_short.mp3,Bubo scandiacus,Bubo,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Bubo/Bubo_scandiacus/1229650146.mp3
6091,779868555,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Co0026_06_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868555.mp3
2583,1143515627,http://www.tierstimmenarchiv.de/recordings/Tachybaptus_ruficollis_Lue0046_06_short.mp3,Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Aves,Chordata,Chordata/Aves/Podicipedidae/Tachybaptus/Tachybaptus_ruficollis/1143515627.mp3
11897,779853891,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0031_11_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853891.mp3
13170,779851007,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF00843_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851007.mp3
7381,779864666,http://www.tierstimmenarchiv.de/recordings/Porzana_pusilla_DIG0108_22_short.mp3,Porzana pusilla,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_pusilla/779864666.mp3
13048,779851217,http://www.tierstimmenarchiv.de/recordings/Columba_oenas_V0767_07_short.mp3,Columba oenas,Columba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Columba/Columba_oenas/779851217.mp3
6260,779868086,http://www.tierstimmenarchiv.de/recordings/Garrulax_subunicolor_V2128_09_short.mp3,Trochalopteron subunicolor,Trochalopteron,Leiothrichidae,Aves,Chordata,Chordata/Aves/Leiothrichidae/Trochalopteron/Trochalopteron_subunicolor/779868086.mp3
5888,779868956,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_DIG0068_07_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779868956.mp3
15405,779845654,http://www.tierstimmenarchiv.de/recordings/Anodorhynchus_hyacinthinus_V2088_18_short.mp3,Anodorhynchus hyacinthinus,Anodorhynchus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Anodorhynchus/Anodorhynchus_hyacinthinus/779845654.mp3
799,1249269131,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_Lue0100_12_short.mp3,Gracula religiosa,Gracula,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Gracula/Gracula_religiosa/1249269131.mp3
7792,779864002,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_V2102_04_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779864002.mp3
2661,1143515430,http://www.tierstimmenarchiv.de/recordings/Ptilinopus_occipitalis_Lue0054_01_short.mp3,Ptilinopus occipitalis,Ptilinopus,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Ptilinopus/Ptilinopus_occipitalis/1143515430.mp3
292,1269848167,http://www.tierstimmenarchiv.de/recordings/Motacilla_flava_Kr0097_05_short.mp3,Motacilla flava,Motacilla,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Motacilla/Motacilla_flava/1269848167.mp3
4657,991952348,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Tre_N0025_02_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/991952348.mp3
15579,779845236,http://www.tierstimmenarchiv.de/recordings/Anas_falcata_V2068_02_short.mp3,Anas falcata,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_falcata/779845236.mp3
8707,779862162,http://www.tierstimmenarchiv.de/recordings/Parus_major_DIG0074_01_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862162.mp3
9171,779860443,http://www.tierstimmenarchiv.de/recordings/Oceanites_oceanicus_DIG0158_32_short.mp3,Oceanites oceanicus,Oceanites,Hydrobatidae,Aves,Chordata,Chordata/Aves/Hydrobatidae/Oceanites/Oceanites_oceanicus/779860443.mp3
7836,779863893,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_DIG0003_18_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863893.mp3
3506,1062751995,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Ski0072_52_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1062751995.mp3
13828,779849232,http://www.tierstimmenarchiv.de/recordings/Carduelis_carduelis_V1740_16_short.mp3,Carduelis carduelis,Carduelis,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Carduelis/Carduelis_carduelis/779849232.mp3
12965,779851562,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_V1852_19_short.mp3,Corvus corax,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_corax/779851562.mp3
11970,779853812,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0163_10_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853812.mp3
1981,1229950886,http://www.tierstimmenarchiv.de/recordings/Bubulcus_ibis_Lue0062_04_short.mp3,Bubulcus ibis,Bubulcus,Ardeidae,Aves,Chordata,Chordata/Aves/Ardeidae/Bubulcus/Bubulcus_ibis/1229950886.mp3
1471,1229954258,http://www.tierstimmenarchiv.de/recordings/Plegadis_falcinellus_Lue0062_02_short.mp3,Plegadis falcinellus,Plegadis,Threskiornithidae,Aves,Chordata,Chordata/Aves/Threskiornithidae/Plegadis/Plegadis_falcinellus/1229954258.mp3
2314,1228010129,http://www.tierstimmenarchiv.de/recordings/Platycercus_elegans_Lue0056_02_short.mp3,Platycercus elegans,Platycercus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Platycercus/Platycercus_elegans/1228010129.mp3
1262,1230054142,http://www.tierstimmenarchiv.de/recordings/Batis_pririt_Lue0079_03_short.mp3,Batis pririt,Batis,Platysteiridae,Aves,Chordata,Chordata/Aves/Platysteiridae/Batis/Batis_pririt/1230054142.mp3
479,1249269482,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Bru_DAT0025_40_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1249269482.mp3
6935,779866107,http://www.tierstimmenarchiv.de/recordings/Sitta_europaea_CoMC0002_06_short.mp3,Sitta europaea,Sitta,Sittidae,Aves,Chordata,Chordata/Aves/Sittidae/Sitta/Sitta_europaea/779866107.mp3
610,1249269351,http://www.tierstimmenarchiv.de/recordings/Picathartes_oreas_Lue0095_01_short.mp3,Picathartes oreas,Picathartes,Picathartidae,Aves,Chordata,Chordata/Aves/Picathartidae/Picathartes/Picathartes_oreas/1249269351.mp3
10879,779856081,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V2122_02_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856081.mp3
4108,1052811466,http://www.tierstimmenarchiv.de/recordings/Parus_major_Tre_N0149_14_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1052811466.mp3
12215,779853545,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V1816_03_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853545.mp3
9754,779858976,http://www.tierstimmenarchiv.de/recordings/Luscinia_luscinia_V1633_02_short.mp3,Luscinia luscinia,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_luscinia/779858976.mp3
2983,1143514592,http://www.tierstimmenarchiv.de/recordings/Carduelis_flavirostris_Kr0079_03_short.mp3,Linaria flavirostris,Linaria,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Linaria/Linaria_flavirostris/1143514592.mp3
15945,779844646,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_schoenobaenus_V1781_06_short.mp3,Acrocephalus schoenobaenus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_schoenobaenus/779844646.mp3
2088,1229950762,http://www.tierstimmenarchiv.de/recordings/Anas_sibilatrix_Lue0064_01_short.mp3,Anas sibilatrix,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_sibilatrix/1229950762.mp3
4315,1052807403,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Tre_N0048_06_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1052807403.mp3
2945,1143514652,http://www.tierstimmenarchiv.de/recordings/Columba_livia_f_domestica_Lue0054_04_short.mp3,Columba livia,Columba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Columba/Columba_livia/1143514652.mp3
1305,1229954438,http://www.tierstimmenarchiv.de/recordings/Theristicus_caudatus_Lue0061_02_short.mp3,Theristicus caudatus,Theristicus,Threskiornithidae,Aves,Chordata,Chordata/Aves/Threskiornithidae/Theristicus/Theristicus_caudatus/1229954438.mp3
14065,779848885,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_hallstromi_S1486_01_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848885.mp3
13320,779850337,http://www.tierstimmenarchiv.de/recordings/Chorthippus_biguttulus_Arth0201_33_short.mp3,Chorthippus biguttulus,Chorthippus,Acrididae,Insecta,Arthropoda,Arthropoda/Insecta/Acrididae/Chorthippus/Chorthippus_biguttulus/779850337.mp3
10161,779857963,http://www.tierstimmenarchiv.de/recordings/Hystrix_indica_S1114_01_short.mp3,Hystrix indica,Hystrix,Hystricidae,Mammalia,Chordata,Chordata/Mammalia/Hystricidae/Hystrix/Hystrix_indica/779857963.mp3
13364,779850121,http://www.tierstimmenarchiv.de/recordings/Carduelis_chloris_V1826_41_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850121.mp3
15526,779845299,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_PF04022_short.mp3,Anas platyrhynchos,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_platyrhynchos/779845299.mp3
15373,779845752,http://www.tierstimmenarchiv.de/recordings/Anser_anser_V2100_34_short.mp3,Anser anser,Anser,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anser/Anser_anser/779845752.mp3
15477,779845538,http://www.tierstimmenarchiv.de/recordings/Anas_strepera_V0846_13_short.mp3,Anas strepera,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_strepera/779845538.mp3
7684,779864139,http://www.tierstimmenarchiv.de/recordings/Pipistrellus_pipistrellus_DIG0141_26_short.mp3,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Mammalia,Chordata,Chordata/Mammalia/Vespertilionidae/Pipistrellus/Pipistrellus_pipistrellus/779864139.mp3
4604,1052802725,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_21_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/1052802725.mp3
